ts_fk_algo_hp,seed,test,valid,best_val_epoch,best_train,min_train_loss
"afed78f_1SPA25E:-0.1,-0.2,-0.3,-0.4,-0.5:P::4,4:,:4,4:,:4,4:,:4,4:,:4,4::D_6_160_0.001_5:40,75,110,145,180,215,250,305,340:0.6B64W4/T1673517107_S0",0,0.06791654950939119,0.08386508445255458,160,0.004014648497104645,0.008160009493778465
"afed78f_1SPA25E:-0.1,-0.2,-0.3,-0.4,-0.5:P::4,4:,:4,4:,:4,4:,:4,4:,:4,4::D_6_160_0.001_5:40,75,110,145,180,215,250,305,340:0.6B64W4/T1673521655_S1",1,0.06452603591606021,0.08902839198708534,191,0.007829337991821539,0.012171364330040043
