ts_fk_algo_hp,seed,test,valid,best_val_epoch,best_train,min_train_loss
"fc09bf8_1GSOE:0,-0.05,-0.1,-0.15,-0.2,-0.25,-0.3,-0.35,-0.4,-0.45,-0.5:P:1,1,1,1,1,1,1,1,1,1,1:D_6_160_0.001_5:40,75,110,145,180,215,250,305,340:0.6B64W4/T1672037348_S0",0,0.15144282905384898,0.1636301069520414,145,0.009035331001327297,0.01678950311082184
,,0.15144282905384898_0.0,0.1636301069520414_0.0,,,
