epoch,train,valid,test,train_loss
1.0,32.20866889710639,35.943183064460754,31.262014150619507,439.51022958451773
2.0,21.471110021992093,21.02217447757721,21.03082263469696,20.464253127954567
3.0,25.30299365292689,25.198292016983032,24.94708275794983,20.674945157045013
4.0,3.2710237761212,3.2960187792778015,3.3147554248571396,8.161501446347328
5.0,1.3236887542305478,1.3065979816019535,1.3321607261896133,2.9677246649553823
6.0,1.4287422310774494,1.4599441513419151,1.4386116787791252,1.384589323192645
7.0,0.9723270007759143,0.9760213680565357,0.9903432168066502,1.1641043242375562
8.0,0.6322253549554545,0.6521203815937042,0.6754252575337887,0.8206897317224248
9.0,0.9372978373697609,0.9314485713839531,0.9537022039294243,0.7057849563610782
10.0,0.4415040927328122,0.4843842126429081,0.4831784199923277,0.6508753083314106
11.0,0.5764795365227255,0.6095075197517872,0.6198735237121582,0.5145236646673482
12.0,0.4211740575398609,0.44341408647596836,0.4435159210115671,0.4999636105101579
13.0,0.3644430660138464,0.42117451690137386,0.40990179404616356,0.4444730579853058
14.0,0.3364060786878987,0.39357628859579563,0.3891389202326536,0.43836416247164367
15.0,0.31901763816168355,0.3756954511627555,0.3533556591719389,0.4280040043934136
16.0,0.35865001579758465,0.4058153498917818,0.38605624809861183,0.38731060523516053
17.0,0.37615596621659153,0.42985829524695873,0.410566758364439,0.3878617635008636
18.0,0.30921061327502986,0.36771894339472055,0.34452894795686007,0.3451630419986263
19.0,0.28822164417831764,0.3471617316827178,0.3273789770901203,0.37244160311996555
20.0,0.2929969802973377,0.35327325016260147,0.31880879309028387,0.34772421970109274
21.0,0.2984678836385156,0.3354679411277175,0.33389456756412983,0.35707839583135714
22.0,0.46928756005445105,0.501347903162241,0.482271172106266,0.34449473925077234
23.0,0.3310005265246531,0.36651201359927654,0.3620036095380783,0.32886155319821303
24.0,0.3223587475764524,0.3689771629869938,0.33484270982444286,0.2987034540077683
25.0,0.26173525450715596,0.31284530833363533,0.30816376861184835,0.2954074806848149
26.0,0.24322275750955957,0.3100741393864155,0.2622498208656907,0.31803266732556046
27.0,0.40833357413103627,0.4440203718841076,0.4179794955998659,0.27463764759006015
28.0,0.22763815512702723,0.2849509073421359,0.24984567146748304,0.27229827708879095
29.0,0.22445246985383854,0.2822842709720135,0.24643766600638628,0.251947589550808
30.0,0.20961024863704755,0.2717935526743531,0.23800688702613115,0.23751731615537292
31.0,0.1904312395461046,0.2545768804848194,0.21577712427824736,0.24898043607070947
32.0,0.2683710762459761,0.32640754897147417,0.2905255164951086,0.26774960575969353
33.0,0.1840903437251498,0.24874982982873917,0.20966206304728985,0.24001205204778417
34.0,0.20768254520786797,0.26296269707381725,0.22297976445406675,0.22751929682151528
35.0,0.17917133924687745,0.2467357786372304,0.20028122328221798,0.2349798418344206
36.0,0.26142631006088984,0.32502142060548067,0.2694400390610099,0.22999095119488466
37.0,0.18895453954957853,0.24673437979072332,0.2070696596056223,0.2503396261269879
38.0,0.18704520507602934,0.24599933717399836,0.205992023460567,0.2130583041602639
39.0,0.23948274856540047,0.2977266199886799,0.25782565120607615,0.24962288985966116
40.0,0.16069902294570473,0.22097907308489084,0.1691069733351469,0.21520404228169449
41.0,0.13505964370290185,0.20109730027616024,0.16198665974661708,0.17073767622754832
42.0,0.14162567727694844,0.20722249615937471,0.17317680642008781,0.16932447572612458
43.0,0.1446576497642098,0.20817450573667884,0.1644407892599702,0.1645636832827975
44.0,0.15394758105657663,0.21072917897254229,0.18700703419744968,0.1498746251224712
45.0,0.13444207395148125,0.19435244426131248,0.15496117062866688,0.16330877207456881
46.0,0.1702183332697601,0.24156204890459776,0.19394031818956137,0.15577431739705383
47.0,0.15422201094923504,0.2332506999373436,0.17803389113396406,0.1678691499267414
48.0,0.16580711252939928,0.22078013326972723,0.19462847523391247,0.1702497086137723
49.0,0.17911030598886454,0.2393681900575757,0.2087572794407606,0.17028967694492098
50.0,0.15646968777202497,0.22175834514200687,0.18590673292055726,0.161296359577756
51.0,0.19680848091271272,0.2747874204069376,0.23078688979148865,0.16409859108697078
52.0,0.1952097479515015,0.25603937171399593,0.2134727267548442,0.16579371909047388
53.0,0.16496165058795054,0.22475991770625114,0.19299174565821886,0.1787612531215522
54.0,0.14822502543402324,0.2041601911187172,0.17900331132113934,0.15378684507813423
55.0,0.14714834388274295,0.21280749421566725,0.18118413211777806,0.16278030381650682
56.0,0.1526696632622154,0.2114263093098998,0.16403619619086385,0.16190144818299895
57.0,0.1320757495274969,0.20159143721684813,0.16763834841549397,0.1744169672583319
58.0,0.14043825489890044,0.2024575537070632,0.167556244879961,0.14954397965009045
59.0,0.16898042034761163,0.22358507849276066,0.19397907238453627,0.15234045304690197
60.0,0.14661977734345538,0.2056608907878399,0.1770002292469144,0.15250881832496377
61.0,0.1676771082695882,0.21812097541987896,0.18815140705555677,0.14661954860588547
62.0,0.13882046154919703,0.2089252844452858,0.16465370170772076,0.1685358194313991
63.0,0.1385236148052155,0.20520430151373148,0.16311669908463955,0.15636601702422853
64.0,0.12715467635043867,0.18399813678115606,0.15507383737713099,0.1480164847746017
65.0,0.13021568185204913,0.19918023515492678,0.16184127610176802,0.1453233625099158
66.0,0.15319048784151199,0.20355902705341578,0.1763349180109799,0.15773458897498002
67.0,0.17312177996726552,0.24098852649331093,0.1997620603069663,0.1557938173223453
68.0,0.1417561241301002,0.20447093807160854,0.16902390215545893,0.1477060082137205
69.0,0.12240597458591887,0.18504384718835354,0.1419346584007144,0.15600920373656949
70.0,0.1242628717308591,0.18000235501676798,0.14507810771465302,0.15097442036791212
71.0,0.20174220640947865,0.2521357284858823,0.22844985965639353,0.15309081088965107
72.0,0.15339711109164414,0.2062784289009869,0.186999904923141,0.1614804233715033
73.0,0.14145606419273243,0.1961425286717713,0.1634865952655673,0.15330675040270872
74.0,0.155884721429105,0.19838852249085903,0.17014855332672596,0.13512993978846605
75.0,0.126590815414289,0.18542038509622216,0.1612372505478561,0.15718693993273813
76.0,0.11147036498329442,0.18715016590431333,0.15428086183965206,0.10853328546331187
77.0,0.11597914884614337,0.1702362447977066,0.14464674051851034,0.10492751747369766
78.0,0.10997149163180855,0.1614740747027099,0.13543999241665006,0.10809698373458948
79.0,0.08417704464144009,0.1483245138078928,0.11578565184026957,0.10416621430094834
80.0,0.10520433442323071,0.17884332779794931,0.14707165770232677,0.10520362887223056
81.0,0.09613006645042425,0.15991772944107652,0.13487864565104246,0.11092854039684223
82.0,0.0860488366596638,0.14813995361328125,0.12272944953292608,0.10344987784980968
83.0,0.09710268965762132,0.1649197763763368,0.13356685219332576,0.11132121086120605
84.0,0.1192581375028677,0.18659745948389173,0.1509452424943447,0.10301168163301079
85.0,0.1953671778653078,0.2510998025536537,0.23074629437178373,0.10357165277288978
86.0,0.08586678487859714,0.1486744089052081,0.12325526680797338,0.11139854262019419
87.0,0.10079136870469257,0.16646083490923047,0.1415810938924551,0.10299683879515167
88.0,0.09345584286815802,0.1598897692747414,0.1310871089808643,0.10174761446797924
89.0,0.09469784259985967,0.161111393943429,0.13303789589554071,0.10053864947170209
90.0,0.09440117500200393,0.15300107514485717,0.12282790103927255,0.09174549916557445
91.0,0.09996432848986547,0.16866637486964464,0.13287294888868928,0.09748251904632635
92.0,0.08887811823730256,0.1498725414276123,0.12230223789811134,0.10692133351116423
93.0,0.09231424901136168,0.1583402487449348,0.12736805202439427,0.10245841874438487
94.0,0.11761559564976176,0.17422481020912528,0.1526306662708521,0.0982813399973189
95.0,0.16478759240192972,0.21685341000556946,0.1929557742550969,0.1151869370109716
96.0,0.1441753929018215,0.2071545459330082,0.1690936852246523,0.10072547804777789
97.0,0.08335500134594122,0.15212204260751605,0.12212083069607615,0.10747316000378056
98.0,0.09930968351045232,0.16576646035537124,0.13509585661813617,0.09586223684678412
99.0,0.10588757442251133,0.162708330899477,0.12848596880212426,0.10765086731333641
100.0,0.09244976560496221,0.15687660686671734,0.12895098747685552,0.10997975012584096
101.0,0.09049153800128372,0.15554808266460896,0.131998545024544,0.09063990724978933
102.0,0.08328644508958623,0.14901695447042584,0.11863947287201881,0.09785006712576386
103.0,0.07194146139037078,0.13605067366734147,0.11041940096765757,0.09060749660726565
104.0,0.09069855693893827,0.15599940111860633,0.12699555978178978,0.0901065869316174
105.0,0.10929035746557697,0.17329891957342625,0.15049659367650747,0.09316531044377643
106.0,0.1314337713893052,0.18872296903282404,0.158369405195117,0.09212053102103009
107.0,0.10156434484917647,0.15950955357402563,0.13682129560038447,0.09937643043839248
108.0,0.10973444514593501,0.17976448219269514,0.14054718473926187,0.09805821746018283
109.0,0.08526613594145532,0.1395526402629912,0.1259582587517798,0.09217652279859895
110.0,0.10353333569446187,0.17199209798127413,0.14890586817637086,0.10007354446277497
111.0,0.06143279432965692,0.14028617274016142,0.10983744030818343,0.07531197345370699
112.0,0.05646629928118864,0.12651368509978056,0.10615398967638612,0.06765869335763773
113.0,0.05542597822417879,0.12789548188447952,0.10537371318787336,0.06813643654440618
114.0,0.054195624746524604,0.12498841574415565,0.10271087707951665,0.06503067101547673
115.0,0.0528793808333813,0.12172548146918416,0.10332815907895565,0.070352758215681
116.0,0.06255289385463023,0.126019726973027,0.10695661185309291,0.06856421561567647
117.0,0.05853063627413124,0.1272153751924634,0.10095890238881111,0.06071317359615283
118.0,0.059544756581449206,0.12709297752007842,0.10795794427394867,0.06188716027577212
119.0,0.05818506797692578,0.13245347188785672,0.10765549913048744,0.06042595058205021
120.0,0.05327152028964583,0.13371862983331084,0.10411705123260617,0.06518548043670168
121.0,0.06410584579797307,0.13234845269471407,0.10553810093551874,0.058936480432748795
122.0,0.07344693510205882,0.14332461543381214,0.12167745502665639,0.059194399435429056
123.0,0.06564125257312872,0.13957748655229807,0.115296536590904,0.06289858382883345
124.0,0.06288499752901922,0.14018584694713354,0.11092613684013486,0.05973541284585075
125.0,0.05027596161338934,0.12454890459775925,0.10034251143224537,0.061088652961003555
126.0,0.04932163648639515,0.12421614164486527,0.0977944303303957,0.059239071954017994
127.0,0.06942615188231134,0.14474753802642226,0.11396088963374496,0.0582468126942018
128.0,0.047860198743214274,0.1256555486470461,0.09902398800477386,0.05600131673228209
129.0,0.05160943667884845,0.12999929580837488,0.10151089355349541,0.06296749436741422
130.0,0.04617829353898574,0.1166408360004425,0.09537981380708516,0.05636554994400899
131.0,0.05041512640513432,0.12209688127040863,0.0986324637196958,0.055025567294685704
132.0,0.058823604397712996,0.1275501884520054,0.10499991709366441,0.0590587040278942
133.0,0.04792836296615327,0.1273507783189416,0.10916306125000119,0.05691767958508935
134.0,0.0850535819105282,0.15245824679732323,0.12515423400327563,0.058265883784005594
135.0,0.05509375685908992,0.11682417523115873,0.099457289557904,0.058329290597681785
136.0,0.05429264158010483,0.12763168290257454,0.10199624905362725,0.050783946540704956
137.0,0.053865623868005294,0.12754509318619967,0.10747842397540808,0.05699387237809266
138.0,0.060914072308950365,0.12696532672271132,0.10616822214797139,0.0585099726583168
139.0,0.05780570913746858,0.1275798873975873,0.10176588478498161,0.055165801553209874
140.0,0.05705250310859862,0.132623047567904,0.1042985562235117,0.05597623307139251
