epoch,train,valid,test,train_loss
1.0,0.9082137729711593,0.90487901866436,0.9795023910701275,1.2140764624449858
2.0,0.5582813054892668,0.562528420239687,0.6206231843680143,0.7252129661809107
3.0,0.7107073053432877,0.7162466235458851,0.7509872689843178,0.7147821343628464
4.0,0.6062000314141535,0.602451466023922,0.6564032696187496,0.5815602074003523
5.0,0.4390562960676327,0.46332384273409843,0.45824049785733223,0.564228098483602
6.0,0.335118820428089,0.35663799196481705,0.36142370104789734,0.437074096624259
7.0,1.1343516547968433,1.111799955368042,1.2270098589360714,0.40369679726612795
8.0,0.32811384358603485,0.3479396514594555,0.32788269966840744,0.3452702099160784
9.0,0.4737408850223396,0.4854000695049763,0.4742089509963989,0.32754688686246325
10.0,0.5147283143678288,0.5588045679032803,0.5636441335082054,0.29519215510908964
11.0,0.28393547274884146,0.31911814119666815,0.2937310729175806,0.27650694957204686
12.0,0.293566693166259,0.33698307909071445,0.30441206879913807,0.2779869351797043
13.0,0.24915533194876022,0.2889632247388363,0.27176438737660646,0.24715253929044032
14.0,0.2830591207476938,0.3176012244075537,0.28713722713291645,0.25330629451259684
15.0,0.22708750473465888,0.2723971512168646,0.24592921696603298,0.23875606164431115
16.0,0.23750243027498769,0.27175220381468534,0.24088088423013687,0.22358363022090524
17.0,0.30121845367607797,0.33252045698463917,0.28863719943910837,0.22271657625960697
18.0,0.2341344512192307,0.26277200039476156,0.24226928502321243,0.23737632905601697
19.0,0.2679715711789526,0.2952135493978858,0.2854868797585368,0.20707767480497907
20.0,0.19504647754180204,0.2296096095815301,0.19252173881977797,0.2135282456400288
21.0,0.6652275845882999,0.6972739771008492,0.6651855185627937,0.21464813054557058
22.0,0.19249657147629246,0.23060183878988028,0.2036309652030468,0.19512946201357872
23.0,0.17453539803339418,0.21209382731467485,0.18991936277598143,0.1987085060519018
24.0,0.42360171637717325,0.45069301687180996,0.4188876021653414,0.20839906094750021
25.0,0.16193349754354755,0.19850574061274529,0.16345726419240236,0.1954030010635686
26.0,0.17433343082666397,0.20919952727854252,0.18267221190035343,0.17926414149582007
27.0,0.17242009890307286,0.20740289520472288,0.1865471638739109,0.17946712686947197
28.0,0.1519203184136919,0.19966067001223564,0.1701524555683136,0.1823937889117344
29.0,0.14605116587915237,0.19338806346058846,0.16731124324724078,0.17710006312959514
30.0,0.20805540007011147,0.239394286647439,0.22400527074933052,0.18671548262143592
31.0,0.1314894370497412,0.17821401730179787,0.15257764561101794,0.1691409073248031
32.0,0.20020126812397296,0.23833827674388885,0.20458120945841074,0.17997515339190792
33.0,0.1523756842324688,0.18993785232305527,0.17157742846757174,0.17745515765847675
34.0,0.21548444497737157,0.245494875125587,0.22751855570822954,0.16954592036403668
35.0,0.18048096595296434,0.21885003428906202,0.19758139550685883,0.16443226519663623
36.0,0.15315212323597283,0.19348408188670874,0.16931107640266418,0.16024474415240014
37.0,0.22301004295516166,0.27180662751197815,0.24392337817698717,0.1649076698502158
38.0,0.30121832098930507,0.3354000896215439,0.32140116207301617,0.1547407153400646
39.0,0.18838390527637142,0.231700892560184,0.19960320554673672,0.15539326775036041
40.0,0.20201791955786905,0.23540503066033125,0.21516657061874866,0.15983120024583902
41.0,0.15768667675886944,0.19753430876880884,0.16898970678448677,0.13368542606283904
42.0,0.11501133589038423,0.15700965141877532,0.13519143871963024,0.1221650712619162
43.0,0.17197309505597802,0.21244630590081215,0.1976799312978983,0.12014467943056374
44.0,0.13855870803640147,0.18244821904227138,0.16155612003058195,0.12059810468155867
45.0,0.12046543541987231,0.17068715672940016,0.14176204008981586,0.11968718103732273
