{'dataset_name': 'PTC_MR', 'basis': 'SPA', 'epsilon': [-0.2, -0.3, -0.4, -0.5], 'power': [[4, 4], [4, 4], [4, 4], [4, 4]], 'seeds': [0], 'num_folds': 10, 'num_workers': 4, 'hyperparams': {'batch_size': 64, 'epochs': 151, 'learning_rate': 0.001, 'step_size': 30, 'decay_rate': 0.65}, 'architecture': {'nonlinear': 'GELU', 'layers': 6, 'hidden': 128, 'pooling': 'X', 'dropout': 0}, 'commit_id': 'ec64e75a8232f48c03f99d3b12e6bb6fe2104cc6', 'time_stamp': '1672661409', 'directory': '../../../../results_spectral_rotation/Try_A100/tu/PTC_MR/board/'}
{'dataset_name': 'PTC_MR', 'basis': 'SPA', 'epsilon': [-0.2, -0.3, -0.4, -0.5], 'power': [[4, 4], [4, 4], [4, 4], [4, 4]], 'seeds': [0], 'num_folds': 10, 'num_workers': 4, 'hyperparams': {'batch_size': 64, 'epochs': 151, 'learning_rate': 0.001, 'step_size': 30, 'decay_rate': 0.65}, 'architecture': {'nonlinear': 'GELU', 'layers': 6, 'hidden': 128, 'pooling': 'X', 'dropout': 0}, 'commit_id': 'ec64e75a8232f48c03f99d3b12e6bb6fe2104cc6', 'time_stamp': 1672661410, 'directory': '../../../../results_spectral_rotation/Try_A100/tu/PTC_MR/board/', 'seed': 0}
Pre-process:   0%|          | 0/344 [00:00<?, ?it/s]Pre-process:  27%|██▋       | 92/344 [00:00<00:00, 914.30it/s]Pre-process:  54%|█████▍    | 187/344 [00:00<00:00, 934.12it/s]Pre-process:  82%|████████▏ | 282/344 [00:00<00:00, 941.02it/s]Pre-process: 100%|██████████| 344/344 [00:00<00:00, 940.37it/s]
Basis total: 5
train_set : test_set = %d : %d 309 35
-------- FOLD0 DATASET=PTC_MR, COMMIT_ID=ec64e75a8232f48c03f99d3b12e6bb6fe2104cc6
#Params: 337411
Epoch: 001, Train Loss: 1.0763688, Train Acc: 0.5598706, Test Acc: 0.5428571
Epoch: 002, Train Loss: 1.0205924, Train Acc: 0.5598706, Test Acc: 0.5428571
Epoch: 003, Train Loss: 0.9213506, Train Acc: 0.5598706, Test Acc: 0.5428571
Epoch: 004, Train Loss: 0.8270586, Train Acc: 0.5598706, Test Acc: 0.5428571
Epoch: 005, Train Loss: 0.7614848, Train Acc: 0.5598706, Test Acc: 0.5428571
Epoch: 006, Train Loss: 0.7179292, Train Acc: 0.5598706, Test Acc: 0.5428571
Epoch: 007, Train Loss: 0.6964532, Train Acc: 0.6051780, Test Acc: 0.5428571
Epoch: 008, Train Loss: 0.6801481, Train Acc: 0.5663430, Test Acc: 0.5428571
Epoch: 009, Train Loss: 0.6563943, Train Acc: 0.6925566, Test Acc: 0.5428571
Epoch: 010, Train Loss: 0.6280659, Train Acc: 0.6051780, Test Acc: 0.6000000
Epoch: 011, Train Loss: 0.5895483, Train Acc: 0.6634304, Test Acc: 0.6285714
Epoch: 012, Train Loss: 0.5327078, Train Acc: 0.6893204, Test Acc: 0.6000000
Epoch: 013, Train Loss: 0.4893990, Train Acc: 0.7702265, Test Acc: 0.5428571
Epoch: 014, Train Loss: 0.4394620, Train Acc: 0.7864078, Test Acc: 0.5714286
Epoch: 015, Train Loss: 0.4443128, Train Acc: 0.8058252, Test Acc: 0.4857143
Epoch: 016, Train Loss: 0.4027224, Train Acc: 0.8187702, Test Acc: 0.4857143
Epoch: 017, Train Loss: 0.4626302, Train Acc: 0.7669903, Test Acc: 0.5428571
Epoch: 018, Train Loss: 0.3802349, Train Acc: 0.8284790, Test Acc: 0.5714286
Epoch: 019, Train Loss: 0.3406167, Train Acc: 0.8737864, Test Acc: 0.6000000
Epoch: 020, Train Loss: 0.4088250, Train Acc: 0.7799353, Test Acc: 0.5714286
Epoch: 021, Train Loss: 0.3265233, Train Acc: 0.8511327, Test Acc: 0.5142857
Epoch: 022, Train Loss: 0.4118197, Train Acc: 0.8025890, Test Acc: 0.6000000
Epoch: 023, Train Loss: 0.5521953, Train Acc: 0.7119741, Test Acc: 0.6000000
Epoch: 024, Train Loss: 0.4411161, Train Acc: 0.8025890, Test Acc: 0.5428571
Epoch: 025, Train Loss: 0.3612241, Train Acc: 0.8187702, Test Acc: 0.6285714
Epoch: 026, Train Loss: 0.2629225, Train Acc: 0.8899676, Test Acc: 0.5428571
Epoch: 027, Train Loss: 0.2831104, Train Acc: 0.8770227, Test Acc: 0.5142857
Epoch: 028, Train Loss: 0.2445237, Train Acc: 0.8996764, Test Acc: 0.6571429
Epoch: 029, Train Loss: 0.2198754, Train Acc: 0.9190939, Test Acc: 0.6571429
Epoch: 030, Train Loss: 0.2568416, Train Acc: 0.8899676, Test Acc: 0.5714286
Epoch: 031, Train Loss: 0.1902424, Train Acc: 0.9320388, Test Acc: 0.6000000
Epoch: 032, Train Loss: 0.1589801, Train Acc: 0.9449838, Test Acc: 0.5428571
Epoch: 033, Train Loss: 0.1890058, Train Acc: 0.9126214, Test Acc: 0.5142857
Epoch: 034, Train Loss: 0.1383942, Train Acc: 0.9417476, Test Acc: 0.5428571
Epoch: 035, Train Loss: 0.1375741, Train Acc: 0.9417476, Test Acc: 0.5714286
Epoch: 036, Train Loss: 0.1364852, Train Acc: 0.9449838, Test Acc: 0.6285714
Epoch: 037, Train Loss: 0.1359487, Train Acc: 0.9385113, Test Acc: 0.5714286
Epoch: 038, Train Loss: 0.1084956, Train Acc: 0.9611650, Test Acc: 0.5714286
Epoch: 039, Train Loss: 0.1131156, Train Acc: 0.9644013, Test Acc: 0.6571429
Epoch: 040, Train Loss: 0.1180364, Train Acc: 0.9676375, Test Acc: 0.6000000
Epoch: 041, Train Loss: 0.2021888, Train Acc: 0.9061489, Test Acc: 0.5714286
Epoch: 042, Train Loss: 0.1049665, Train Acc: 0.9579288, Test Acc: 0.5714286
Epoch: 043, Train Loss: 0.1075349, Train Acc: 0.9579288, Test Acc: 0.6000000
Epoch: 044, Train Loss: 0.1172745, Train Acc: 0.9579288, Test Acc: 0.5428571
Epoch: 045, Train Loss: 0.1243382, Train Acc: 0.9482201, Test Acc: 0.7142857
Epoch: 046, Train Loss: 0.1292925, Train Acc: 0.9482201, Test Acc: 0.5428571
Epoch: 047, Train Loss: 0.1038197, Train Acc: 0.9579288, Test Acc: 0.6285714
Epoch: 048, Train Loss: 0.0866264, Train Acc: 0.9708738, Test Acc: 0.5714286
Epoch: 049, Train Loss: 0.1033496, Train Acc: 0.9579288, Test Acc: 0.5714286
Epoch: 050, Train Loss: 0.0806975, Train Acc: 0.9708738, Test Acc: 0.6285714
Epoch: 051, Train Loss: 0.0967105, Train Acc: 0.9676375, Test Acc: 0.6285714
Epoch: 052, Train Loss: 0.0723407, Train Acc: 0.9708738, Test Acc: 0.6000000
Epoch: 053, Train Loss: 0.0663162, Train Acc: 0.9773463, Test Acc: 0.5714286
Epoch: 054, Train Loss: 0.0710867, Train Acc: 0.9708738, Test Acc: 0.5714286
Epoch: 055, Train Loss: 0.0800280, Train Acc: 0.9644013, Test Acc: 0.6000000
Epoch: 056, Train Loss: 0.0768980, Train Acc: 0.9676375, Test Acc: 0.5714286
Epoch: 057, Train Loss: 0.0575471, Train Acc: 0.9838188, Test Acc: 0.6000000
Epoch: 058, Train Loss: 0.0706799, Train Acc: 0.9708738, Test Acc: 0.6000000
Epoch: 059, Train Loss: 0.0594589, Train Acc: 0.9773463, Test Acc: 0.6000000
Epoch: 060, Train Loss: 0.0577876, Train Acc: 0.9805825, Test Acc: 0.6000000
Epoch: 061, Train Loss: 0.0486501, Train Acc: 0.9838188, Test Acc: 0.5714286
Epoch: 062, Train Loss: 0.0474762, Train Acc: 0.9838188, Test Acc: 0.5714286
Epoch: 063, Train Loss: 0.0460315, Train Acc: 0.9805825, Test Acc: 0.5714286
Epoch: 064, Train Loss: 0.0436598, Train Acc: 0.9870550, Test Acc: 0.5714286
Epoch: 065, Train Loss: 0.0421019, Train Acc: 0.9805825, Test Acc: 0.5714286
Epoch: 066, Train Loss: 0.0414063, Train Acc: 0.9870550, Test Acc: 0.6000000
Epoch: 067, Train Loss: 0.0396294, Train Acc: 0.9838188, Test Acc: 0.5714286
Epoch: 068, Train Loss: 0.0390820, Train Acc: 0.9870550, Test Acc: 0.5714286
Epoch: 069, Train Loss: 0.0438786, Train Acc: 0.9838188, Test Acc: 0.5428571
Epoch: 070, Train Loss: 0.0354361, Train Acc: 0.9870550, Test Acc: 0.5714286
Epoch: 071, Train Loss: 0.0336752, Train Acc: 0.9870550, Test Acc: 0.5714286
Epoch: 072, Train Loss: 0.0397321, Train Acc: 0.9838188, Test Acc: 0.5714286
Epoch: 073, Train Loss: 0.0328490, Train Acc: 0.9870550, Test Acc: 0.6000000
Epoch: 074, Train Loss: 0.0337592, Train Acc: 0.9870550, Test Acc: 0.5714286
Epoch: 075, Train Loss: 0.0361732, Train Acc: 0.9838188, Test Acc: 0.5714286
Epoch: 076, Train Loss: 0.0317405, Train Acc: 0.9870550, Test Acc: 0.5714286
Epoch: 077, Train Loss: 0.0308246, Train Acc: 0.9870550, Test Acc: 0.5714286
Epoch: 078, Train Loss: 0.0368848, Train Acc: 0.9838188, Test Acc: 0.5714286
Epoch: 079, Train Loss: 0.0341109, Train Acc: 0.9838188, Test Acc: 0.5714286
Epoch: 080, Train Loss: 0.0300193, Train Acc: 0.9870550, Test Acc: 0.5714286
Epoch: 081, Train Loss: 0.0296380, Train Acc: 0.9870550, Test Acc: 0.6000000
Epoch: 082, Train Loss: 0.0287726, Train Acc: 0.9870550, Test Acc: 0.6000000
Epoch: 083, Train Loss: 0.0277002, Train Acc: 0.9870550, Test Acc: 0.5714286
Epoch: 084, Train Loss: 0.0305490, Train Acc: 0.9870550, Test Acc: 0.6000000
Epoch: 085, Train Loss: 0.0267862, Train Acc: 0.9870550, Test Acc: 0.6000000
Epoch: 086, Train Loss: 0.0275699, Train Acc: 0.9805825, Test Acc: 0.6000000
Epoch: 087, Train Loss: 0.0255791, Train Acc: 0.9870550, Test Acc: 0.5714286
Epoch: 088, Train Loss: 0.0515078, Train Acc: 0.9773463, Test Acc: 0.6000000
Epoch: 089, Train Loss: 0.0276455, Train Acc: 0.9870550, Test Acc: 0.5714286
Epoch: 090, Train Loss: 0.0330747, Train Acc: 0.9838188, Test Acc: 0.5714286
Epoch: 091, Train Loss: 0.0266676, Train Acc: 0.9870550, Test Acc: 0.5428571
Epoch: 092, Train Loss: 0.0268737, Train Acc: 0.9870550, Test Acc: 0.5714286
Epoch: 093, Train Loss: 0.0268641, Train Acc: 0.9870550, Test Acc: 0.5714286
Epoch: 094, Train Loss: 0.0257432, Train Acc: 0.9870550, Test Acc: 0.5714286
Epoch: 095, Train Loss: 0.0250579, Train Acc: 0.9870550, Test Acc: 0.5428571
Epoch: 096, Train Loss: 0.0299492, Train Acc: 0.9870550, Test Acc: 0.5714286
Epoch: 097, Train Loss: 0.0264802, Train Acc: 0.9870550, Test Acc: 0.5428571
Epoch: 098, Train Loss: 0.0276427, Train Acc: 0.9870550, Test Acc: 0.6000000
Epoch: 099, Train Loss: 0.0287707, Train Acc: 0.9870550, Test Acc: 0.6000000
Epoch: 100, Train Loss: 0.0250412, Train Acc: 0.9870550, Test Acc: 0.6000000
Epoch: 101, Train Loss: 0.0244342, Train Acc: 0.9870550, Test Acc: 0.6000000
Epoch: 102, Train Loss: 0.0244571, Train Acc: 0.9870550, Test Acc: 0.5714286
Epoch: 103, Train Loss: 0.0240226, Train Acc: 0.9870550, Test Acc: 0.5714286
