{'dataset_name': 'PTC_MR', 'basis': 'SPA', 'epsilon': [0, -0.05, -0.1, -0.15, -0.2, -0.25, -0.3, -0.35, -0.4, -0.45, -0.5], 'power': [[1, 3], [1, 3], [1, 3], [1, 4], [1, 4], [1, 4], [1, 4], [1, 5], [1, 5], [1, 5], [1, 5]], 'seeds': [0], 'num_folds': 10, 'num_workers': 4, 'hyperparams': {'batch_size': 64, 'epochs': 151, 'learning_rate': 0.001, 'step_size': 30, 'decay_rate': 0.65}, 'architecture': {'nonlinear': 'GELU', 'layers': 6, 'hidden': 128, 'pooling': 'X', 'dropout': 0}, 'commit_id': '10d24c73942a949ca50a8b18b8a405385ad99dc2', 'time_stamp': '1672663628', 'directory': '../../../../results_spectral_rotation/Try_A100/tu/PTC_MR/board/'}
{'dataset_name': 'PTC_MR', 'basis': 'SPA', 'epsilon': [0, -0.05, -0.1, -0.15, -0.2, -0.25, -0.3, -0.35, -0.4, -0.45, -0.5], 'power': [[1, 3], [1, 3], [1, 3], [1, 4], [1, 4], [1, 4], [1, 4], [1, 5], [1, 5], [1, 5], [1, 5]], 'seeds': [0], 'num_folds': 10, 'num_workers': 4, 'hyperparams': {'batch_size': 64, 'epochs': 151, 'learning_rate': 0.001, 'step_size': 30, 'decay_rate': 0.65}, 'architecture': {'nonlinear': 'GELU', 'layers': 6, 'hidden': 128, 'pooling': 'X', 'dropout': 0}, 'commit_id': '10d24c73942a949ca50a8b18b8a405385ad99dc2', 'time_stamp': 1672663629, 'directory': '../../../../results_spectral_rotation/Try_A100/tu/PTC_MR/board/', 'seed': 0}
Pre-process:   0%|          | 0/344 [00:00<?, ?it/s]Pre-process:  18%|█▊        | 62/344 [00:00<00:00, 619.50it/s]Pre-process:  37%|███▋      | 126/344 [00:00<00:00, 628.69it/s]Pre-process:  55%|█████▍    | 189/344 [00:00<00:00, 626.34it/s]Pre-process:  74%|███████▎  | 253/344 [00:00<00:00, 628.50it/s]Pre-process:  92%|█████████▏| 318/344 [00:00<00:00, 633.99it/s]Pre-process: 100%|██████████| 344/344 [00:00<00:00, 632.37it/s]
Basis total: 46
train_set : test_set = %d : %d 309 35
-------- FOLD0 DATASET=PTC_MR, COMMIT_ID=10d24c73942a949ca50a8b18b8a405385ad99dc2
#Params: 424579
Epoch: 001, Train Loss: 1.1053932, Train Acc: 0.4692557, Test Acc: 0.4571429
Epoch: 002, Train Loss: 1.0704951, Train Acc: 0.5598706, Test Acc: 0.5428571
Epoch: 003, Train Loss: 1.0116776, Train Acc: 0.5598706, Test Acc: 0.5428571
Epoch: 004, Train Loss: 0.9429691, Train Acc: 0.5598706, Test Acc: 0.5428571
Epoch: 005, Train Loss: 0.8693886, Train Acc: 0.5598706, Test Acc: 0.5428571
Epoch: 006, Train Loss: 0.8020212, Train Acc: 0.5598706, Test Acc: 0.5428571
Epoch: 007, Train Loss: 0.7469841, Train Acc: 0.5598706, Test Acc: 0.5428571
Epoch: 008, Train Loss: 0.7072273, Train Acc: 0.6116505, Test Acc: 0.5714286
Epoch: 009, Train Loss: 0.6720922, Train Acc: 0.6796117, Test Acc: 0.5714286
Epoch: 010, Train Loss: 0.6323934, Train Acc: 0.6925566, Test Acc: 0.4857143
Epoch: 011, Train Loss: 0.5832473, Train Acc: 0.6893204, Test Acc: 0.4857143
Epoch: 012, Train Loss: 0.5609075, Train Acc: 0.7184466, Test Acc: 0.5714286
Epoch: 013, Train Loss: 0.4434226, Train Acc: 0.7961165, Test Acc: 0.4857143
Epoch: 014, Train Loss: 0.5234390, Train Acc: 0.7313916, Test Acc: 0.5428571
Epoch: 015, Train Loss: 0.4520459, Train Acc: 0.7831715, Test Acc: 0.5428571
Epoch: 016, Train Loss: 0.3923043, Train Acc: 0.8187702, Test Acc: 0.6000000
Epoch: 017, Train Loss: 0.4397306, Train Acc: 0.7993528, Test Acc: 0.5714286
Epoch: 018, Train Loss: 0.3252490, Train Acc: 0.8478964, Test Acc: 0.5714286
Epoch: 019, Train Loss: 0.8284283, Train Acc: 0.6699029, Test Acc: 0.4857143
Epoch: 020, Train Loss: 0.4173758, Train Acc: 0.7766990, Test Acc: 0.5714286
Epoch: 021, Train Loss: 0.3101086, Train Acc: 0.8543689, Test Acc: 0.5714286
Epoch: 022, Train Loss: 0.4917972, Train Acc: 0.7669903, Test Acc: 0.4857143
Epoch: 023, Train Loss: 0.3684254, Train Acc: 0.8317152, Test Acc: 0.4857143
Epoch: 024, Train Loss: 0.4244917, Train Acc: 0.7961165, Test Acc: 0.4571429
Epoch: 025, Train Loss: 0.3109596, Train Acc: 0.8608414, Test Acc: 0.5142857
Epoch: 026, Train Loss: 0.3035605, Train Acc: 0.8640777, Test Acc: 0.5142857
Epoch: 027, Train Loss: 0.4223774, Train Acc: 0.8058252, Test Acc: 0.5142857
Epoch: 028, Train Loss: 0.3687327, Train Acc: 0.8284790, Test Acc: 0.5142857
Epoch: 029, Train Loss: 0.3163693, Train Acc: 0.8737864, Test Acc: 0.5428571
Epoch: 030, Train Loss: 0.2571670, Train Acc: 0.8899676, Test Acc: 0.5714286
Epoch: 031, Train Loss: 0.2191134, Train Acc: 0.8996764, Test Acc: 0.5714286
Epoch: 032, Train Loss: 0.2879580, Train Acc: 0.8640777, Test Acc: 0.6285714
Epoch: 033, Train Loss: 0.3011127, Train Acc: 0.8834951, Test Acc: 0.5714286
Epoch: 034, Train Loss: 0.2632826, Train Acc: 0.8996764, Test Acc: 0.4285714
