{'dataset_name': 'PTC_MR', 'basis': 'SPA', 'epsilon': [0, -0.05, -0.1, -0.15, -0.2, -0.25, -0.3, -0.35, -0.4, -0.45, -0.5], 'power': [[1, 3], [1, 3], [1, 3], [1, 4], [1, 4], [1, 4], [1, 4], [1, 5], [1, 5], [1, 5], [1, 5]], 'seeds': [0], 'num_folds': 10, 'num_workers': 4, 'hyperparams': {'batch_size': 64, 'epochs': 151, 'learning_rate': 0.001, 'step_size': 30, 'decay_rate': 0.65}, 'architecture': {'nonlinear': 'GELU', 'layers': 5, 'hidden': 128, 'pooling': 'X', 'dropout': 0}, 'commit_id': '10d24c73942a949ca50a8b18b8a405385ad99dc2', 'time_stamp': '1672667291', 'directory': '../../../../results_spectral_rotation/Try_A100/tu/PTC_MR/board/'}
{'dataset_name': 'PTC_MR', 'basis': 'SPA', 'epsilon': [0, -0.05, -0.1, -0.15, -0.2, -0.25, -0.3, -0.35, -0.4, -0.45, -0.5], 'power': [[1, 3], [1, 3], [1, 3], [1, 4], [1, 4], [1, 4], [1, 4], [1, 5], [1, 5], [1, 5], [1, 5]], 'seeds': [0], 'num_folds': 10, 'num_workers': 4, 'hyperparams': {'batch_size': 64, 'epochs': 151, 'learning_rate': 0.001, 'step_size': 30, 'decay_rate': 0.65}, 'architecture': {'nonlinear': 'GELU', 'layers': 5, 'hidden': 128, 'pooling': 'X', 'dropout': 0}, 'commit_id': '10d24c73942a949ca50a8b18b8a405385ad99dc2', 'time_stamp': 1672667293, 'directory': '../../../../results_spectral_rotation/Try_A100/tu/PTC_MR/board/', 'seed': 0}
Pre-process:   0%|          | 0/344 [00:00<?, ?it/s]Pre-process:  18%|█▊        | 61/344 [00:00<00:00, 608.43it/s]Pre-process:  36%|███▌      | 124/344 [00:00<00:00, 617.99it/s]Pre-process:  54%|█████▍    | 186/344 [00:00<00:00, 617.96it/s]Pre-process:  72%|███████▏  | 248/344 [00:00<00:00, 618.16it/s]Pre-process:  90%|█████████ | 311/344 [00:00<00:00, 621.45it/s]Pre-process: 100%|██████████| 344/344 [00:00<00:00, 620.23it/s]
Basis total: 46
train_set : test_set = %d : %d 309 35
-------- FOLD0 DATASET=PTC_MR, COMMIT_ID=10d24c73942a949ca50a8b18b8a405385ad99dc2
#Params: 357635
Epoch: 001, Train Loss: 1.0567938, Train Acc: 0.4401294, Test Acc: 0.4571429
Epoch: 002, Train Loss: 1.0138612, Train Acc: 0.4401294, Test Acc: 0.4571429
Epoch: 003, Train Loss: 0.9534711, Train Acc: 0.4401294, Test Acc: 0.4571429
Epoch: 004, Train Loss: 0.8798081, Train Acc: 0.6084142, Test Acc: 0.6000000
Epoch: 005, Train Loss: 0.8173148, Train Acc: 0.5728155, Test Acc: 0.5142857
Epoch: 006, Train Loss: 0.7647428, Train Acc: 0.6084142, Test Acc: 0.5142857
Epoch: 007, Train Loss: 0.7219206, Train Acc: 0.6181230, Test Acc: 0.5714286
Epoch: 008, Train Loss: 0.6933887, Train Acc: 0.6343042, Test Acc: 0.4857143
Epoch: 009, Train Loss: 0.6476942, Train Acc: 0.6375405, Test Acc: 0.6285714
Epoch: 010, Train Loss: 0.6158124, Train Acc: 0.6699029, Test Acc: 0.5714286
Epoch: 011, Train Loss: 0.5806434, Train Acc: 0.7249191, Test Acc: 0.5142857
Epoch: 012, Train Loss: 0.5883452, Train Acc: 0.6860841, Test Acc: 0.5428571
Epoch: 013, Train Loss: 0.5526925, Train Acc: 0.6828479, Test Acc: 0.4571429
Epoch: 014, Train Loss: 0.5249604, Train Acc: 0.7152104, Test Acc: 0.4000000
Epoch: 015, Train Loss: 0.5167626, Train Acc: 0.6957929, Test Acc: 0.5428571
Epoch: 016, Train Loss: 0.4934730, Train Acc: 0.7411003, Test Acc: 0.4000000
Epoch: 017, Train Loss: 0.5173222, Train Acc: 0.7508091, Test Acc: 0.5428571
Epoch: 018, Train Loss: 0.6110217, Train Acc: 0.6601942, Test Acc: 0.4285714
Epoch: 019, Train Loss: 0.5530306, Train Acc: 0.6666667, Test Acc: 0.5428571
Epoch: 020, Train Loss: 0.4748848, Train Acc: 0.7605178, Test Acc: 0.4571429
Epoch: 021, Train Loss: 0.5108220, Train Acc: 0.7281553, Test Acc: 0.4000000
Epoch: 022, Train Loss: 0.5487399, Train Acc: 0.7216828, Test Acc: 0.4571429
Epoch: 023, Train Loss: 0.4509875, Train Acc: 0.7831715, Test Acc: 0.3714286
Epoch: 024, Train Loss: 0.4570560, Train Acc: 0.7896440, Test Acc: 0.5142857
Epoch: 025, Train Loss: 0.4548004, Train Acc: 0.7508091, Test Acc: 0.4857143
Epoch: 026, Train Loss: 0.4074139, Train Acc: 0.8025890, Test Acc: 0.4285714
