{'dataset_name': 'IMDB-BINARY', 'basis': 'GSO', 'epsilon': [-0.2, -0.25, -0.3, -0.35, -0.4], 'power': [[1, 3], [1, 3], [1, 5], [1, 5], [1, 5]], 'basis_norm': 'Y', 'seeds': [0], 'num_folds': 10, 'num_workers': 8, 'hyperparams': {'batch_size': 64, 'epochs': 301, 'learning_rate': 0.001, 'step_size': 40, 'decay_rate': 0.6}, 'architecture': {'nonlinear': 'GELU', 'layers': 4, 'hidden': 256, 'pooling': 'X', 'dropout': 0, 'batch_norm': 'Y', 'edge_softmax': 'N'}, 'commit_id': 'b06d6a7c5aa565a345fbfedce79a0af905027d3d', 'time_stamp': '1673263698', 'directory': '../../../../results_spectral_rotation/Try_A100/tu/IMDB-BINARY/board/'}
{'dataset_name': 'IMDB-BINARY', 'basis': 'GSO', 'epsilon': [-0.2, -0.25, -0.3, -0.35, -0.4], 'power': [[1, 3], [1, 3], [1, 5], [1, 5], [1, 5]], 'basis_norm': 'Y', 'seeds': [0], 'num_folds': 10, 'num_workers': 8, 'hyperparams': {'batch_size': 64, 'epochs': 301, 'learning_rate': 0.001, 'step_size': 40, 'decay_rate': 0.6}, 'architecture': {'nonlinear': 'GELU', 'layers': 4, 'hidden': 256, 'pooling': 'X', 'dropout': 0, 'batch_norm': 'Y', 'edge_softmax': 'N'}, 'commit_id': 'b06d6a7c5aa565a345fbfedce79a0af905027d3d', 'time_stamp': 1673263700, 'directory': '../../../../results_spectral_rotation/Try_A100/tu/IMDB-BINARY/board/', 'seed': 0}
Pre-process:   0%|          | 0/1000 [00:00<?, ?it/s]Pre-process:   7%|▋         | 74/1000 [00:00<00:01, 733.34it/s]Pre-process:  15%|█▌        | 152/1000 [00:00<00:01, 756.76it/s]Pre-process:  23%|██▎       | 228/1000 [00:00<00:01, 753.70it/s]Pre-process:  31%|███       | 307/1000 [00:00<00:00, 765.15it/s]Pre-process:  39%|███▊      | 386/1000 [00:00<00:00, 770.62it/s]Pre-process:  46%|████▋     | 464/1000 [00:00<00:00, 742.86it/s]Pre-process:  54%|█████▍    | 542/1000 [00:00<00:00, 754.48it/s]Pre-process:  62%|██████▏   | 621/1000 [00:00<00:00, 764.04it/s]Pre-process:  70%|██████▉   | 699/1000 [00:00<00:00, 766.00it/s]Pre-process:  78%|███████▊  | 777/1000 [00:01<00:00, 768.93it/s]Pre-process:  86%|████████▌ | 855/1000 [00:01<00:00, 769.32it/s]Pre-process:  93%|█████████▎| 932/1000 [00:01<00:00, 755.52it/s]Pre-process: 100%|██████████| 1000/1000 [00:01<00:00, 759.52it/s]
Basis total: 22
train_set : test_set = %d : %d 900 100
-------- FOLD0 DATASET=IMDB-BINARY, COMMIT_ID=b06d6a7c5aa565a345fbfedce79a0af905027d3d
With batch_norm.
Without edge_softmax.
#Params: 935426
Epoch: 001, Train Loss: 1.7420260, Train Acc: 0.5611111, Test Acc: 0.5500000
Epoch: 002, Train Loss: 2.2159097, Train Acc: 0.5611111, Test Acc: 0.5800000
Epoch: 003, Train Loss: 2.2703271, Train Acc: 0.6100000, Test Acc: 0.6200000
Epoch: 004, Train Loss: 1.3870261, Train Acc: 0.6844444, Test Acc: 0.6800000
Epoch: 005, Train Loss: 5.2868464, Train Acc: 0.6233333, Test Acc: 0.6200000
Epoch: 006, Train Loss: 0.9131138, Train Acc: 0.7011111, Test Acc: 0.7300000
Epoch: 007, Train Loss: 1.0575450, Train Acc: 0.6822222, Test Acc: 0.6800000
Epoch: 008, Train Loss: 0.6851479, Train Acc: 0.6677778, Test Acc: 0.7300000
Epoch: 009, Train Loss: 1.0999155, Train Acc: 0.6411111, Test Acc: 0.7300000
Epoch: 010, Train Loss: 0.6411486, Train Acc: 0.6888889, Test Acc: 0.7000000
Epoch: 011, Train Loss: 0.9374902, Train Acc: 0.7122222, Test Acc: 0.7100000
Epoch: 012, Train Loss: 0.6172399, Train Acc: 0.6866667, Test Acc: 0.7500000
Epoch: 013, Train Loss: 0.4994106, Train Acc: 0.7255556, Test Acc: 0.7500000
Epoch: 014, Train Loss: 0.5372572, Train Acc: 0.7355556, Test Acc: 0.7900000
Epoch: 015, Train Loss: 0.4888264, Train Acc: 0.7455556, Test Acc: 0.7200000
Epoch: 016, Train Loss: 0.4993818, Train Acc: 0.7488889, Test Acc: 0.7000000
Epoch: 017, Train Loss: 0.4972654, Train Acc: 0.7300000, Test Acc: 0.7300000
Epoch: 018, Train Loss: 0.4832954, Train Acc: 0.7588889, Test Acc: 0.7400000
Epoch: 019, Train Loss: 0.4664704, Train Acc: 0.7600000, Test Acc: 0.7500000
Epoch: 020, Train Loss: 0.4671250, Train Acc: 0.7577778, Test Acc: 0.6900000
Epoch: 021, Train Loss: 0.4519807, Train Acc: 0.7700000, Test Acc: 0.7200000
Epoch: 022, Train Loss: 0.4468191, Train Acc: 0.7711111, Test Acc: 0.7300000
Epoch: 023, Train Loss: 0.4489224, Train Acc: 0.7822222, Test Acc: 0.7400000
Epoch: 024, Train Loss: 0.4697858, Train Acc: 0.7633333, Test Acc: 0.7500000
Epoch: 025, Train Loss: 0.4451837, Train Acc: 0.7644444, Test Acc: 0.7200000
Epoch: 026, Train Loss: 0.4847388, Train Acc: 0.7655556, Test Acc: 0.7000000
Epoch: 027, Train Loss: 0.5158645, Train Acc: 0.7511111, Test Acc: 0.7500000
Epoch: 028, Train Loss: 0.5424150, Train Acc: 0.7277778, Test Acc: 0.7700000
Epoch: 029, Train Loss: 0.6396312, Train Acc: 0.6911111, Test Acc: 0.7100000
Epoch: 030, Train Loss: 0.6233456, Train Acc: 0.7166667, Test Acc: 0.7000000
Epoch: 031, Train Loss: 0.5202727, Train Acc: 0.7433333, Test Acc: 0.7400000
Epoch: 032, Train Loss: 0.8515349, Train Acc: 0.6933333, Test Acc: 0.7000000
Epoch: 033, Train Loss: 0.5507702, Train Acc: 0.7122222, Test Acc: 0.7100000
Epoch: 034, Train Loss: 0.5053649, Train Acc: 0.7488889, Test Acc: 0.7000000
Epoch: 035, Train Loss: 0.5336071, Train Acc: 0.7544444, Test Acc: 0.7200000
Epoch: 036, Train Loss: 0.4628359, Train Acc: 0.7700000, Test Acc: 0.7400000
Epoch: 037, Train Loss: 0.4489195, Train Acc: 0.7677778, Test Acc: 0.7300000
Epoch: 038, Train Loss: 0.4379661, Train Acc: 0.7755556, Test Acc: 0.7200000
Epoch: 039, Train Loss: 0.4677486, Train Acc: 0.7500000, Test Acc: 0.6900000
Epoch: 040, Train Loss: 0.4400591, Train Acc: 0.7677778, Test Acc: 0.7500000
Epoch: 041, Train Loss: 0.4694474, Train Acc: 0.7733333, Test Acc: 0.7100000
Epoch: 042, Train Loss: 0.6950942, Train Acc: 0.6888889, Test Acc: 0.7100000
Epoch: 043, Train Loss: 1.9855389, Train Acc: 0.6800000, Test Acc: 0.7500000
Epoch: 044, Train Loss: 0.7535658, Train Acc: 0.6544444, Test Acc: 0.6800000
Epoch: 045, Train Loss: 0.6322948, Train Acc: 0.7033333, Test Acc: 0.7400000
Epoch: 046, Train Loss: 0.5934477, Train Acc: 0.7322222, Test Acc: 0.7100000
Epoch: 047, Train Loss: 0.7252067, Train Acc: 0.7200000, Test Acc: 0.7200000
Epoch: 048, Train Loss: 0.5573533, Train Acc: 0.7300000, Test Acc: 0.7500000
