ts_fk_algo_hp,seed,test,valid,best_val_epoch,best_train,min_train_loss
"342ad2c_1SPA1E:-0.1,-0.2,-0.3,-0.4,-0.5:P::4,4:,:4,4:,:4,4:,:4,4:,:4,4::D_6_160_0.001_5:40,75,110,145,180,215,250,305,340:0.6B64W4/T1673535313_S0",0,17.169038891792297,16.924950182437897,12,16.925470564775406,37.88273012562163
,,17.169038891792297_0.0,16.924950182437897_0.0,,,
